diseases,symptom_text
skin pigmentation disorder,"acne or pimples, irregular appearing scalp, itching of skin, skin dryness peeling scaliness or roughness, skin growth, skin lesion, skin rash"
skin pigmentation disorder,"abnormal appearing skin, irregular appearing scalp, itching of skin, skin dryness peeling scaliness or roughness, skin lesion, skin moles, warts"
skin pigmentation disorder,"abnormal appearing skin, acne or pimples, itching of skin, skin rash, skin swelling"
skin pigmentation disorder,"acne or pimples, skin dryness peeling scaliness or roughness, skin moles, skin rash, skin swelling"
skin pigmentation disorder,"abnormal appearing skin, itching of skin, skin dryness peeling scaliness or roughness, skin growth, skin lesion, skin rash, skin swelling"
skin pigmentation disorder,"acne or pimples, irregular appearing scalp, skin dryness peeling scaliness or roughness, skin growth, skin rash, skin swelling"
skin pigmentation disorder,"acne or pimples, itching of skin, skin dryness peeling scaliness or roughness, skin rash, warts"
skin pigmentation disorder,"abnormal appearing skin, itching of skin, skin dryness peeling scaliness or roughness, skin moles, skin swelling, warts"
skin pigmentation disorder,"abnormal appearing skin, acne or pimples, irregular appearing scalp, itching of skin, skin dryness peeling scaliness or roughness, skin growth, skin lesion, warts"
skin pigmentation disorder,"acne or pimples, irregular appearing scalp, itching of skin, skin lesion, skin moles, skin rash, warts"
skin pigmentation disorder,"abnormal appearing skin, irregular appearing scalp, skin growth"
skin pigmentation disorder,"acne or pimples, itching of skin, skin dryness peeling scaliness or roughness, skin growth, skin lesion, warts"
skin pigmentation disorder,"acne or pimples, irregular appearing scalp, itching of skin, skin growth, skin moles, skin swelling"
skin pigmentation disorder,"abnormal appearing skin, acne or pimples, irregular appearing scalp, skin growth, skin moles, skin rash, warts"
skin pigmentation disorder,"abnormal appearing skin, acne or pimples, irregular appearing scalp, itching of skin, skin dryness peeling scaliness or roughness, skin growth, skin lesion, skin moles, skin swelling, warts"
skin pigmentation disorder,"abnormal appearing skin, irregular appearing scalp, itching of skin, skin dryness peeling scaliness or roughness, skin growth, skin moles, skin rash, skin swelling, warts"
skin pigmentation disorder,"acne or pimples, irregular appearing scalp, skin dryness peeling scaliness or roughness, warts"
skin pigmentation disorder,"skin dryness peeling scaliness or roughness, skin growth, skin rash"
skin pigmentation disorder,"acne or pimples, irregular appearing scalp, skin dryness peeling scaliness or roughness, skin moles, skin rash, warts"
skin pigmentation disorder,"abnormal appearing skin, itching of skin, skin dryness peeling scaliness or roughness, skin growth"
skin pigmentation disorder,"acne or pimples, irregular appearing scalp, itching of skin, skin moles"
skin pigmentation disorder,"acne or pimples, irregular appearing scalp, itching of skin, skin dryness peeling scaliness or roughness, skin rash, warts"
skin pigmentation disorder,"abnormal appearing skin, acne or pimples, irregular appearing scalp, itching of skin, skin dryness peeling scaliness or roughness, skin growth, skin rash, skin swelling"
skin pigmentation disorder,"abnormal appearing skin, acne or pimples, itching of skin, skin lesion, skin swelling"
skin pigmentation disorder,"skin dryness peeling scaliness or roughness, skin lesion, skin swelling, warts"
skin pigmentation disorder,"irregular appearing scalp, skin rash, skin swelling, warts"
skin pigmentation disorder,"irregular appearing scalp, skin growth, skin lesion, skin rash, warts"
skin pigmentation disorder,"abnormal appearing skin, acne or pimples, itching of skin, skin growth, skin lesion, skin rash, skin swelling"
skin pigmentation disorder,"acne or pimples, itching of skin, skin dryness peeling scaliness or roughness, skin growth, skin moles"
skin pigmentation disorder,"acne or pimples, irregular appearing scalp, skin growth, skin moles, skin swelling, warts"
skin pigmentation disorder,"abnormal appearing skin, irregular appearing scalp, itching of skin, skin dryness peeling scaliness or roughness, skin growth, skin moles, skin rash, warts"
skin pigmentation disorder,"abnormal appearing skin, irregular appearing scalp, itching of skin, skin lesion, skin moles, warts"
skin pigmentation disorder,"irregular appearing scalp, itching of skin, skin dryness peeling scaliness or roughness, skin growth, skin moles, skin rash"
skin pigmentation disorder,"abnormal appearing skin, irregular appearing scalp, skin lesion, skin moles, skin rash, warts"
skin pigmentation disorder,"abnormal appearing skin, acne or pimples, irregular appearing scalp, skin growth, skin moles, skin rash, skin swelling, warts"
skin pigmentation disorder,"abnormal appearing skin, acne or pimples, irregular appearing scalp, itching of skin, skin dryness peeling scaliness or roughness, warts"
skin pigmentation disorder,"acne or pimples, irregular appearing scalp, itching of skin, skin swelling, warts"
skin pigmentation disorder,"abnormal appearing skin, acne or pimples, irregular appearing scalp, itching of skin, skin dryness peeling scaliness or roughness, skin lesion"
skin pigmentation disorder,"acne or pimples, irregular appearing scalp, skin dryness peeling scaliness or roughness, skin growth, skin lesion, skin rash"
skin pigmentation disorder,"abnormal appearing skin, irregular appearing scalp, itching of skin, skin dryness peeling scaliness or roughness, skin growth, skin swelling, warts"
skin pigmentation disorder,"irregular appearing scalp, itching of skin, skin growth, skin moles, skin rash, skin swelling, warts"
skin pigmentation disorder,"abnormal appearing skin, acne or pimples, irregular appearing scalp, itching of skin, skin dryness peeling scaliness or roughness, skin growth, skin swelling, warts"
skin pigmentation disorder,"skin dryness peeling scaliness or roughness, skin rash"
skin pigmentation disorder,"abnormal appearing skin, irregular appearing scalp, itching of skin, skin dryness peeling scaliness or roughness, skin lesion, skin moles"
skin pigmentation disorder,"abnormal appearing skin, irregular appearing scalp, skin dryness peeling scaliness or roughness, skin growth, skin lesion, skin moles"
skin pigmentation disorder,"abnormal appearing skin, irregular appearing scalp, itching of skin, skin dryness peeling scaliness or roughness, skin growth, skin lesion, skin swelling, warts"
skin pigmentation disorder,"itching of skin, skin growth, skin lesion, skin moles, skin rash, warts"
skin pigmentation disorder,"skin growth, skin lesion, skin swelling, warts"
skin pigmentation disorder,"abnormal appearing skin, acne or pimples, irregular appearing scalp, skin dryness peeling scaliness or roughness, skin moles, warts"
skin pigmentation disorder,"irregular appearing scalp, skin rash, skin swelling"
skin pigmentation disorder,"skin growth, skin lesion, skin moles"
skin pigmentation disorder,"skin growth, skin moles, skin rash"
skin pigmentation disorder,"acne or pimples, irregular appearing scalp, skin dryness peeling scaliness or roughness, skin growth, skin moles"
skin pigmentation disorder,"irregular appearing scalp, skin dryness peeling scaliness or roughness, skin growth, skin rash, warts"
skin pigmentation disorder,"acne or pimples, skin growth, skin moles, skin rash, warts"
skin pigmentation disorder,"abnormal appearing skin, acne or pimples, itching of skin, skin dryness peeling scaliness or roughness, skin moles, skin rash, skin swelling"
skin pigmentation disorder,"abnormal appearing skin, irregular appearing scalp, itching of skin, skin growth, skin lesion, skin moles, skin swelling, warts"
skin pigmentation disorder,"abnormal appearing skin, acne or pimples, skin lesion, skin moles, skin rash, warts"
skin pigmentation disorder,"abnormal appearing skin, acne or pimples, itching of skin, skin growth, skin moles, skin swelling"
skin pigmentation disorder,"acne or pimples, irregular appearing scalp, itching of skin, skin dryness peeling scaliness or roughness, skin moles"
skin pigmentation disorder,"acne or pimples, skin growth, skin swelling, warts"
skin pigmentation disorder,"abnormal appearing skin, irregular appearing scalp, skin dryness peeling scaliness or roughness, skin growth, skin moles, skin rash, skin swelling"
skin pigmentation disorder,"abnormal appearing skin, acne or pimples, irregular appearing scalp, itching of skin, skin dryness peeling scaliness or roughness, skin lesion, skin rash, warts"
skin pigmentation disorder,"abnormal appearing skin, acne or pimples, irregular appearing scalp, skin dryness peeling scaliness or roughness, skin lesion, skin swelling, warts"
skin pigmentation disorder,"acne or pimples, irregular appearing scalp, itching of skin, skin growth, warts"
skin pigmentation disorder,"abnormal appearing skin, irregular appearing scalp, skin dryness peeling scaliness or roughness"
skin pigmentation disorder,"abnormal appearing skin, acne or pimples, itching of skin, skin dryness peeling scaliness or roughness, skin lesion, skin moles"
skin pigmentation disorder,"abnormal appearing skin, acne or pimples, skin dryness peeling scaliness or roughness, skin moles, skin swelling, warts"
skin pigmentation disorder,"skin lesion, skin moles, skin rash, warts"
skin pigmentation disorder,"acne or pimples, itching of skin, skin dryness peeling scaliness or roughness, skin lesion, skin moles, skin rash, skin swelling, warts"
skin pigmentation disorder,"abnormal appearing skin, acne or pimples, irregular appearing scalp, itching of skin, skin dryness peeling scaliness or roughness, skin growth, skin moles"
skin pigmentation disorder,"abnormal appearing skin, irregular appearing scalp, itching of skin, skin lesion, skin moles"
skin pigmentation disorder,"abnormal appearing skin, acne or pimples, skin dryness peeling scaliness or roughness, skin rash, skin swelling"
skin pigmentation disorder,"abnormal appearing skin, skin dryness peeling scaliness or roughness, skin growth, skin lesion, skin moles, skin rash"
skin pigmentation disorder,"acne or pimples, skin dryness peeling scaliness or roughness, skin rash, skin swelling, warts"
skin pigmentation disorder,"abnormal appearing skin, itching of skin, skin moles, skin rash, warts"
skin pigmentation disorder,"acne or pimples, skin lesion, skin swelling, warts"
skin pigmentation disorder,"abnormal appearing skin, irregular appearing scalp, skin dryness peeling scaliness or roughness, skin swelling"
skin pigmentation disorder,"irregular appearing scalp, skin dryness peeling scaliness or roughness, skin growth, skin moles, skin rash, warts"
skin pigmentation disorder,"abnormal appearing skin, irregular appearing scalp, skin dryness peeling scaliness or roughness, warts"
skin pigmentation disorder,"abnormal appearing skin, irregular appearing scalp, itching of skin, skin lesion, skin moles, skin swelling"
skin pigmentation disorder,"abnormal appearing skin, skin dryness peeling scaliness or roughness, skin growth, skin moles, warts"
skin pigmentation disorder,"irregular appearing scalp, skin growth, skin lesion, skin moles, skin rash, skin swelling"
skin pigmentation disorder,"abnormal appearing skin, irregular appearing scalp, skin growth, skin lesion, skin swelling, warts"
skin pigmentation disorder,"abnormal appearing skin, irregular appearing scalp, skin growth, skin lesion, skin moles, skin swelling"
skin pigmentation disorder,"abnormal appearing skin, itching of skin, skin dryness peeling scaliness or roughness, skin moles, skin swelling"
skin pigmentation disorder,"acne or pimples, itching of skin, skin lesion, warts"
skin pigmentation disorder,"acne or pimples, irregular appearing scalp, itching of skin, skin growth, skin moles, skin rash"
skin pigmentation disorder,"abnormal appearing skin, skin dryness peeling scaliness or roughness, skin moles, warts"
skin pigmentation disorder,"irregular appearing scalp, itching of skin, skin dryness peeling scaliness or roughness, skin lesion, skin rash, skin swelling, warts"
skin pigmentation disorder,"abnormal appearing skin, irregular appearing scalp, skin dryness peeling scaliness or roughness, skin growth, skin rash"
skin pigmentation disorder,"irregular appearing scalp, skin moles, warts"
skin pigmentation disorder,"acne or pimples, irregular appearing scalp, skin dryness peeling scaliness or roughness, skin lesion, skin moles, skin swelling"
skin pigmentation disorder,"acne or pimples, irregular appearing scalp, skin dryness peeling scaliness or roughness, skin rash, skin swelling, warts"
skin pigmentation disorder,"skin dryness peeling scaliness or roughness, skin growth, skin lesion, skin moles, skin rash, skin swelling, warts"
skin pigmentation disorder,"acne or pimples, irregular appearing scalp, skin dryness peeling scaliness or roughness, skin growth, skin rash, skin swelling, warts"
skin pigmentation disorder,"abnormal appearing skin, acne or pimples, irregular appearing scalp, itching of skin, skin dryness peeling scaliness or roughness, skin lesion, warts"
skin pigmentation disorder,"acne or pimples, skin growth, skin moles, skin rash"
skin pigmentation disorder,"irregular appearing scalp, skin growth, skin rash, warts"
skin pigmentation disorder,"abnormal appearing skin, irregular appearing scalp, skin dryness peeling scaliness or roughness, skin moles, skin rash, skin swelling"
skin pigmentation disorder,"abnormal appearing skin, acne or pimples, irregular appearing scalp, itching of skin, skin lesion, skin swelling, warts"
skin pigmentation disorder,"irregular appearing scalp, itching of skin, skin dryness peeling scaliness or roughness, skin lesion"
skin pigmentation disorder,"acne or pimples, irregular appearing scalp, skin dryness peeling scaliness or roughness, skin growth, skin moles, skin rash, warts"
skin pigmentation disorder,"acne or pimples, itching of skin, skin moles"
skin pigmentation disorder,"acne or pimples, irregular appearing scalp, itching of skin, skin dryness peeling scaliness or roughness, skin growth, skin lesion, skin swelling, warts"
skin pigmentation disorder,"abnormal appearing skin, acne or pimples, irregular appearing scalp, skin dryness peeling scaliness or roughness, skin lesion, skin rash, skin swelling"
skin pigmentation disorder,"acne or pimples, irregular appearing scalp, itching of skin, skin growth, skin rash, warts"
skin pigmentation disorder,"acne or pimples, itching of skin, skin dryness peeling scaliness or roughness, skin growth, skin rash, skin swelling, warts"
skin pigmentation disorder,"abnormal appearing skin, acne or pimples, skin growth"
skin pigmentation disorder,"abnormal appearing skin, itching of skin, skin lesion, skin rash, warts"
skin pigmentation disorder,"abnormal appearing skin, irregular appearing scalp, skin growth, skin lesion, skin swelling"
skin pigmentation disorder,"abnormal appearing skin, itching of skin, skin dryness peeling scaliness or roughness, skin growth, skin rash, warts"
skin pigmentation disorder,"acne or pimples, irregular appearing scalp, skin lesion, skin moles, skin rash"
skin pigmentation disorder,"acne or pimples, skin dryness peeling scaliness or roughness, skin growth"
skin pigmentation disorder,"acne or pimples, skin dryness peeling scaliness or roughness, skin moles, skin swelling"
skin pigmentation disorder,"abnormal appearing skin, itching of skin, skin lesion, warts"
skin pigmentation disorder,"acne or pimples, irregular appearing scalp, itching of skin, skin dryness peeling scaliness or roughness, skin moles, skin swelling, warts"
skin pigmentation disorder,"abnormal appearing skin, skin dryness peeling scaliness or roughness, skin growth, skin rash, skin swelling, warts"
skin pigmentation disorder,"abnormal appearing skin, acne or pimples, irregular appearing scalp, skin dryness peeling scaliness or roughness, skin growth, skin lesion, skin moles, warts"
skin pigmentation disorder,"acne or pimples, irregular appearing scalp, skin dryness peeling scaliness or roughness, skin growth, skin moles, warts"
skin pigmentation disorder,"abnormal appearing skin, irregular appearing scalp, skin dryness peeling scaliness or roughness, skin rash"
skin pigmentation disorder,"acne or pimples, irregular appearing scalp, itching of skin, skin growth, skin lesion, skin moles, skin swelling"
skin pigmentation disorder,"itching of skin, skin growth, warts"
skin pigmentation disorder,"abnormal appearing skin, acne or pimples, itching of skin, skin lesion, warts"
skin pigmentation disorder,"acne or pimples, skin dryness peeling scaliness or roughness, skin lesion, skin rash, skin swelling"
skin pigmentation disorder,"abnormal appearing skin, irregular appearing scalp, skin dryness peeling scaliness or roughness, skin growth, skin lesion, skin rash"
skin pigmentation disorder,"abnormal appearing skin, acne or pimples, irregular appearing scalp, skin dryness peeling scaliness or roughness, skin growth, skin lesion, skin moles, skin swelling"
skin pigmentation disorder,"acne or pimples, irregular appearing scalp, skin growth, skin moles"
skin pigmentation disorder,"abnormal appearing skin, irregular appearing scalp, skin growth, skin moles, skin rash, warts"
skin pigmentation disorder,"abnormal appearing skin, acne or pimples, irregular appearing scalp, itching of skin, skin growth, skin lesion, skin rash, warts"
skin pigmentation disorder,"acne or pimples, irregular appearing scalp, skin growth, skin lesion, skin rash, skin swelling, warts"
skin pigmentation disorder,"itching of skin, skin growth, skin moles, skin rash, warts"
skin pigmentation disorder,"acne or pimples, irregular appearing scalp, skin dryness peeling scaliness or roughness, skin growth, skin moles, skin swelling, warts"
skin pigmentation disorder,"itching of skin, skin lesion, skin swelling"
skin pigmentation disorder,"itching of skin, skin moles, skin swelling, warts"
skin pigmentation disorder,"abnormal appearing skin, acne or pimples, skin rash, skin swelling"
skin pigmentation disorder,"abnormal appearing skin, acne or pimples, irregular appearing scalp, skin dryness peeling scaliness or roughness, skin moles, skin swelling, warts"
skin pigmentation disorder,"abnormal appearing skin, irregular appearing scalp, skin dryness peeling scaliness or roughness, skin growth, skin lesion, warts"
skin pigmentation disorder,"irregular appearing scalp, itching of skin, skin lesion, skin rash, skin swelling, warts"
skin pigmentation disorder,"irregular appearing scalp, skin growth, skin moles, skin swelling, warts"
skin pigmentation disorder,"abnormal appearing skin, irregular appearing scalp, skin growth, skin moles, skin rash, skin swelling, warts"
skin pigmentation disorder,"skin dryness peeling scaliness or roughness, skin growth, skin lesion, skin moles, warts"
skin pigmentation disorder,"skin dryness peeling scaliness or roughness, skin growth, skin rash, skin swelling, warts"
skin pigmentation disorder,"abnormal appearing skin, acne or pimples, irregular appearing scalp, skin growth"
skin pigmentation disorder,"itching of skin, skin growth"
skin pigmentation disorder,"abnormal appearing skin, irregular appearing scalp, itching of skin, skin moles, skin rash"
skin pigmentation disorder,"abnormal appearing skin, acne or pimples, itching of skin, skin dryness peeling scaliness or roughness, skin growth, skin lesion, skin moles, warts"
skin pigmentation disorder,"acne or pimples, irregular appearing scalp, itching of skin, skin dryness peeling scaliness or roughness, skin growth, skin lesion, skin moles, skin swelling"
skin pigmentation disorder,"abnormal appearing skin, acne or pimples, irregular appearing scalp, itching of skin, skin lesion, skin rash, skin swelling, warts"
skin pigmentation disorder,"itching of skin, skin dryness peeling scaliness or roughness, skin growth, skin moles, warts"
skin pigmentation disorder,"abnormal appearing skin, acne or pimples, irregular appearing scalp, skin dryness peeling scaliness or roughness, skin lesion, skin rash, skin swelling, warts"
skin pigmentation disorder,"abnormal appearing skin, acne or pimples, irregular appearing scalp, itching of skin, skin lesion"
skin pigmentation disorder,"irregular appearing scalp, skin dryness peeling scaliness or roughness, skin growth"
skin pigmentation disorder,"abnormal appearing skin, irregular appearing scalp, skin lesion, skin rash, warts"
skin pigmentation disorder,"acne or pimples, irregular appearing scalp, skin swelling"
skin pigmentation disorder,"acne or pimples, irregular appearing scalp, skin growth, skin lesion, skin moles, skin swelling"
skin pigmentation disorder,"abnormal appearing skin, acne or pimples, irregular appearing scalp, skin dryness peeling scaliness or roughness, skin growth, warts"
skin pigmentation disorder,"acne or pimples, irregular appearing scalp, itching of skin, skin dryness peeling scaliness or roughness, skin growth, skin rash, skin swelling, warts"
skin pigmentation disorder,"irregular appearing scalp, itching of skin, skin dryness peeling scaliness or roughness, skin growth, skin lesion, skin moles, skin rash, warts"
skin pigmentation disorder,"irregular appearing scalp, skin growth, skin lesion, skin moles, skin rash, warts"
skin pigmentation disorder,"skin lesion, skin moles, skin rash, skin swelling"
skin pigmentation disorder,"acne or pimples, irregular appearing scalp, skin growth, skin lesion, skin moles, skin rash, skin swelling"
skin pigmentation disorder,"itching of skin, skin growth, skin lesion, skin rash"
skin pigmentation disorder,"irregular appearing scalp, itching of skin, skin growth"
skin pigmentation disorder,"irregular appearing scalp, itching of skin, skin dryness peeling scaliness or roughness, skin growth, skin lesion, skin moles, warts"
skin pigmentation disorder,"acne or pimples, skin dryness peeling scaliness or roughness, skin growth, warts"
skin pigmentation disorder,"abnormal appearing skin, acne or pimples, irregular appearing scalp, skin growth, skin lesion, skin rash, warts"
skin pigmentation disorder,"abnormal appearing skin, acne or pimples, skin dryness peeling scaliness or roughness, skin lesion, skin moles, warts"
skin pigmentation disorder,"abnormal appearing skin, acne or pimples, irregular appearing scalp, skin dryness peeling scaliness or roughness, skin lesion, skin moles, skin rash, skin swelling, warts"
skin pigmentation disorder,"acne or pimples, irregular appearing scalp, skin lesion, skin moles"
skin pigmentation disorder,"abnormal appearing skin, itching of skin, skin growth, warts"
skin pigmentation disorder,"irregular appearing scalp, skin moles, skin swelling"
skin pigmentation disorder,"abnormal appearing skin, irregular appearing scalp, itching of skin, skin growth, skin lesion, skin moles, skin rash"
skin pigmentation disorder,"irregular appearing scalp, skin growth, skin moles, skin swelling"
skin pigmentation disorder,"abnormal appearing skin, acne or pimples, skin dryness peeling scaliness or roughness, skin growth, skin moles, skin swelling, warts"
skin pigmentation disorder,"abnormal appearing skin, acne or pimples, itching of skin, skin dryness peeling scaliness or roughness, skin growth, warts"
skin pigmentation disorder,"acne or pimples, irregular appearing scalp, itching of skin, skin dryness peeling scaliness or roughness, skin lesion"
skin pigmentation disorder,"acne or pimples, skin dryness peeling scaliness or roughness, skin moles"
skin pigmentation disorder,"abnormal appearing skin, itching of skin, skin dryness peeling scaliness or roughness, skin lesion, skin moles, warts"
skin pigmentation disorder,"abnormal appearing skin, itching of skin, skin growth, skin lesion, skin rash"
skin pigmentation disorder,"abnormal appearing skin, irregular appearing scalp, itching of skin, skin dryness peeling scaliness or roughness, skin growth, skin lesion, skin moles"
skin pigmentation disorder,"abnormal appearing skin, irregular appearing scalp, itching of skin, skin growth, warts"
skin pigmentation disorder,"acne or pimples, irregular appearing scalp, itching of skin, skin growth"
skin pigmentation disorder,"abnormal appearing skin, irregular appearing scalp, skin growth, skin moles, skin rash"
skin pigmentation disorder,"irregular appearing scalp, itching of skin, skin dryness peeling scaliness or roughness, skin growth, skin lesion, skin moles, skin rash"
skin pigmentation disorder,"irregular appearing scalp, skin dryness peeling scaliness or roughness, skin moles, skin rash, warts"
skin pigmentation disorder,"acne or pimples, irregular appearing scalp, itching of skin, skin dryness peeling scaliness or roughness, skin moles, skin swelling"
skin pigmentation disorder,"acne or pimples, itching of skin, skin growth, skin lesion, skin rash, warts"
skin pigmentation disorder,"acne or pimples, irregular appearing scalp, skin dryness peeling scaliness or roughness, skin growth"
skin pigmentation disorder,"abnormal appearing skin, acne or pimples, itching of skin, skin dryness peeling scaliness or roughness, skin moles, skin swelling, warts"
skin pigmentation disorder,"irregular appearing scalp, itching of skin, skin growth, skin lesion, skin moles, skin swelling, warts"
skin pigmentation disorder,"abnormal appearing skin, acne or pimples, itching of skin, skin dryness peeling scaliness or roughness, skin moles, warts"
skin pigmentation disorder,"abnormal appearing skin, irregular appearing scalp, itching of skin, skin moles, skin swelling"
skin pigmentation disorder,"abnormal appearing skin, skin growth, skin lesion, skin rash"
skin pigmentation disorder,"irregular appearing scalp, itching of skin, skin growth, skin moles, warts"
skin pigmentation disorder,"abnormal appearing skin, acne or pimples, irregular appearing scalp, skin dryness peeling scaliness or roughness, skin moles, skin rash, skin swelling"
skin pigmentation disorder,"abnormal appearing skin, acne or pimples, irregular appearing scalp, itching of skin, skin growth"
skin pigmentation disorder,"abnormal appearing skin, acne or pimples, itching of skin, skin lesion, skin rash"
skin pigmentation disorder,"abnormal appearing skin, itching of skin, skin lesion, skin moles, skin rash, skin swelling, warts"
skin pigmentation disorder,"abnormal appearing skin, irregular appearing scalp, skin dryness peeling scaliness or roughness, skin growth, skin lesion, skin moles, skin rash, skin swelling"
skin pigmentation disorder,"abnormal appearing skin, itching of skin, skin dryness peeling scaliness or roughness, skin growth, warts"
skin pigmentation disorder,"acne or pimples, irregular appearing scalp, itching of skin, skin growth, skin lesion, skin rash"
skin pigmentation disorder,"abnormal appearing skin, irregular appearing scalp, skin dryness peeling scaliness or roughness, skin moles, skin rash, warts"
skin pigmentation disorder,"abnormal appearing skin, acne or pimples, irregular appearing scalp, itching of skin, skin growth, skin moles, skin swelling"
skin pigmentation disorder,"abnormal appearing skin, acne or pimples, irregular appearing scalp, skin dryness peeling scaliness or roughness, skin growth, skin lesion, skin moles, skin swelling, warts"
skin pigmentation disorder,"irregular appearing scalp, skin dryness peeling scaliness or roughness, skin lesion, skin rash, warts"
skin pigmentation disorder,"abnormal appearing skin, acne or pimples, skin dryness peeling scaliness or roughness, warts"
skin pigmentation disorder,"skin lesion, skin rash, warts"
skin pigmentation disorder,"irregular appearing scalp, itching of skin, skin dryness peeling scaliness or roughness, skin growth, skin lesion, skin rash, warts"
skin pigmentation disorder,"irregular appearing scalp, skin dryness peeling scaliness or roughness, skin lesion, skin rash, skin swelling"
skin pigmentation disorder,"abnormal appearing skin, irregular appearing scalp, itching of skin, skin growth, skin moles, skin rash, skin swelling, warts"
skin pigmentation disorder,"acne or pimples, irregular appearing scalp, itching of skin, skin moles, warts"
skin pigmentation disorder,"irregular appearing scalp, skin dryness peeling scaliness or roughness, skin growth, skin moles, skin swelling, warts"
skin pigmentation disorder,"irregular appearing scalp, itching of skin, skin dryness peeling scaliness or roughness, skin lesion, skin moles, skin rash, skin swelling, warts"
skin pigmentation disorder,"abnormal appearing skin, irregular appearing scalp, itching of skin, skin growth, skin moles, warts"
skin pigmentation disorder,"abnormal appearing skin, acne or pimples, itching of skin, skin dryness peeling scaliness or roughness, skin moles"
skin pigmentation disorder,"acne or pimples, itching of skin, skin dryness peeling scaliness or roughness, skin growth, skin swelling, warts"
skin pigmentation disorder,"abnormal appearing skin, itching of skin, skin growth, skin moles"
skin pigmentation disorder,"abnormal appearing skin, acne or pimples, irregular appearing scalp, skin dryness peeling scaliness or roughness, skin moles, skin rash"
skin pigmentation disorder,"abnormal appearing skin, irregular appearing scalp, itching of skin, skin dryness peeling scaliness or roughness, skin growth, warts"
skin pigmentation disorder,"acne or pimples, irregular appearing scalp, itching of skin, skin dryness peeling scaliness or roughness, skin lesion, skin moles"
skin pigmentation disorder,"abnormal appearing skin, acne or pimples, irregular appearing scalp, skin dryness peeling scaliness or roughness"
skin pigmentation disorder,"abnormal appearing skin, acne or pimples, irregular appearing scalp, skin dryness peeling scaliness or roughness, skin moles"
skin pigmentation disorder,"itching of skin, skin lesion, skin moles, skin rash, skin swelling, warts"
skin pigmentation disorder,"abnormal appearing skin, irregular appearing scalp, skin dryness peeling scaliness or roughness, skin growth, skin lesion, skin rash, skin swelling, warts"
skin pigmentation disorder,"acne or pimples, irregular appearing scalp, skin growth, skin lesion, skin moles, skin rash, skin swelling, warts"
skin pigmentation disorder,"itching of skin, skin dryness peeling scaliness or roughness, skin moles, warts"
skin pigmentation disorder,"abnormal appearing skin, skin dryness peeling scaliness or roughness, skin growth, skin moles, skin rash, warts"
skin pigmentation disorder,"abnormal appearing skin, acne or pimples, irregular appearing scalp, itching of skin, skin rash, skin swelling, warts"
skin pigmentation disorder,"itching of skin, skin growth, skin moles, skin swelling, warts"
skin pigmentation disorder,"abnormal appearing skin, itching of skin, skin dryness peeling scaliness or roughness, skin growth, skin moles"
skin pigmentation disorder,"skin growth, skin swelling, warts"
skin pigmentation disorder,"acne or pimples, irregular appearing scalp, itching of skin, skin dryness peeling scaliness or roughness, skin rash, skin swelling"
skin pigmentation disorder,"acne or pimples, skin growth, skin moles, warts"
skin pigmentation disorder,"skin lesion, skin rash"
skin pigmentation disorder,"abnormal appearing skin, irregular appearing scalp, skin lesion, skin moles, skin swelling"
skin pigmentation disorder,"irregular appearing scalp, skin growth, skin rash, skin swelling"
skin pigmentation disorder,"abnormal appearing skin, irregular appearing scalp, itching of skin, skin moles"
skin pigmentation disorder,"abnormal appearing skin, acne or pimples, irregular appearing scalp, itching of skin, skin dryness peeling scaliness or roughness, skin growth, skin moles, skin rash"
skin pigmentation disorder,"acne or pimples, irregular appearing scalp, itching of skin, skin lesion, skin rash, warts"
skin pigmentation disorder,"abnormal appearing skin, acne or pimples, irregular appearing scalp, itching of skin, skin dryness peeling scaliness or roughness, skin growth, skin rash, skin swelling, warts"
skin pigmentation disorder,"abnormal appearing skin, acne or pimples, irregular appearing scalp, skin growth, skin rash, skin swelling"
skin pigmentation disorder,"abnormal appearing skin, skin lesion, warts"
skin pigmentation disorder,"abnormal appearing skin, acne or pimples, irregular appearing scalp, skin growth, skin lesion, skin swelling, warts"
skin pigmentation disorder,"irregular appearing scalp, itching of skin, skin lesion, skin moles, skin rash, skin swelling, warts"
skin pigmentation disorder,"abnormal appearing skin, acne or pimples, itching of skin, skin dryness peeling scaliness or roughness, skin moles, skin rash"
skin pigmentation disorder,"abnormal appearing skin, irregular appearing scalp, itching of skin, skin lesion, skin moles, skin rash, skin swelling, warts"
skin pigmentation disorder,"abnormal appearing skin, irregular appearing scalp, itching of skin, skin rash"
skin pigmentation disorder,"acne or pimples, itching of skin, skin swelling, warts"
skin pigmentation disorder,"irregular appearing scalp, itching of skin, skin dryness peeling scaliness or roughness, skin lesion, skin moles, skin swelling"
skin pigmentation disorder,"abnormal appearing skin, irregular appearing scalp, skin rash"
skin pigmentation disorder,"abnormal appearing skin, skin growth, skin moles, skin swelling"
skin pigmentation disorder,"abnormal appearing skin, irregular appearing scalp, itching of skin, skin dryness peeling scaliness or roughness, skin rash, warts"
skin pigmentation disorder,"abnormal appearing skin, acne or pimples, itching of skin, skin dryness peeling scaliness or roughness, skin growth, skin rash"
skin pigmentation disorder,"abnormal appearing skin, skin dryness peeling scaliness or roughness, skin growth, skin moles, skin rash, skin swelling"
skin pigmentation disorder,"abnormal appearing skin, acne or pimples, irregular appearing scalp, itching of skin, skin dryness peeling scaliness or roughness, skin growth, skin swelling"
